index,problematic_features
209915,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
209935,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
209997,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210004,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210016,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210049,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210066,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210078,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210095,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
210100,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
210120,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210127,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210130,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210146,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210184,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210185,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210187,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210247,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210262,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210278,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210297,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210329,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
210330,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210337,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210347,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210352,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210353,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210354,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210369,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210383,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210410,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210434,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
210454,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210496,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
210521,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210545,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210548,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
210573,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
210596,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210597,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210700,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
210703,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210809,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210812,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210822,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210836,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210846,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210854,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210878,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210893,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210912,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210925,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210933,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
210944,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
210945,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211044,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211054,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211068,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211094,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211097,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211100,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211107,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211124,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211132,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211153,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211187,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211199,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211204,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211218,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211223,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
211260,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211267,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211274,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211284,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211303,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211344,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211345,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211404,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211410,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211411,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211417,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211436,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211489,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211550,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211563,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211568,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211611,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211612,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211619,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211623,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
211631,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211633,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211642,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211661,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211675,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211696,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211767,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211768,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211772,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211779,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
211800,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
211815,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211817,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
211833,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211845,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211866,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211871,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211885,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211901,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
211942,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211974,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
211989,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212046,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212087,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212088,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212123,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
212131,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212141,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212143,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212199,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
212209,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212250,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212272,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212304,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
212322,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
212323,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
212326,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212328,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212352,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212372,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212419,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212465,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
212471,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212485,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212496,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212499,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212539,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212546,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212559,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212578,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212608,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
212686,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212719,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
212749,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212773,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212786,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212788,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212799,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212803,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212858,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212884,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212889,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212895,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212906,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
212912,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
212983,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
212999,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213004,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
213011,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213026,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213109,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213118,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213138,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213217,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213231,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
213265,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213300,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213308,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213314,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213377,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213398,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213399,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213458,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213463,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
213478,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213483,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
213601,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213625,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213654,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213675,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
213734,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213738,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213803,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
213810,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213850,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213871,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213883,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213889,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
213901,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
213979,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214015,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214016,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214029,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214044,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
214066,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214097,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214104,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214133,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214170,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214186,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214225,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
214276,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214306,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214352,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214363,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214424,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214491,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214651,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214682,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214687,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214698,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214809,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
214812,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
214846,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
214892,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
214941,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
214979,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215021,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
215024,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215034,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215095,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215120,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215128,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215142,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215200,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215344,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215368,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
215390,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215447,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215453,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215537,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215697,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215720,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215821,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
215825,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215885,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215953,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
215963,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
215964,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216004,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216005,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216043,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216051,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216134,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216151,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216184,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216191,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216246,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216277,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216331,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216446,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216450,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
216464,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216627,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216640,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216642,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
216702,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216812,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
216829,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
216889,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
216949,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217019,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217075,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217136,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217229,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217293,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217303,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217319,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217415,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217419,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217630,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217727,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217954,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
217983,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
217998,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218015,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218084,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218147,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218166,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218185,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218223,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218340,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218341,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218472,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218495,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218560,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218561,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
218577,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218582,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
218590,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218638,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
218657,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218677,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
218802,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218803,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
218828,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218856,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
218934,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
218978,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219008,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219102,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219191,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219276,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219285,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219302,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219340,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219440,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219548,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219584,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219588,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
219593,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219639,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219694,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219770,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219824,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
219922,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
219936,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220182,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220197,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220249,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220265,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220272,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220310,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220339,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220353,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220378,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220454,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220461,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220464,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
220483,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
220493,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
220495,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220525,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
220541,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220576,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220580,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220583,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220587,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220593,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220597,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220623,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220632,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220653,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']"
220656,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220690,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
220742,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220785,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220786,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220796,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220831,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220836,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220837,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220871,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220916,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
220934,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
220936,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
220945,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221012,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
221016,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221042,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221076,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221103,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221212,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221259,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221266,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221294,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221296,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221304,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
221357,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221385,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221424,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
221443,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221445,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
221450,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.060)']
221451,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
221461,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
