index,problematic_features
8750,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8772,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8773,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8780,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8791,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8801,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8815,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8837,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8854,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8910,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8918,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8932,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
8970,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
8993,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9021,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9026,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9028,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9051,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9071,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9084,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9178,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9201,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9221,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9255,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9258,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
9264,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9282,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9291,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9293,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9325,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9340,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9387,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9443,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
9446,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9467,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
9543,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9551,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9558,['⚠️  Smoker=1 reduced risk (SHAP -0.011)']
9630,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9702,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9716,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9728,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9731,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9732,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
9775,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9803,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9815,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9830,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
9965,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10006,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10069,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10077,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
10080,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10099,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10100,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10122,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10153,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10172,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10227,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10241,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10263,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10285,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10353,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10409,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10412,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10445,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10451,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10462,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10503,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10519,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10596,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10735,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10745,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10778,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10799,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10829,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10859,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10864,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10881,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
10911,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10920,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
10943,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10953,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
10954,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
10998,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11010,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11042,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11050,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11068,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11070,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11072,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11101,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11126,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11140,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
11143,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11159,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11161,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11187,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11190,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11192,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
11214,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11219,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11241,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11256,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11267,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11278,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11326,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11330,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11358,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11383,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
11385,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11402,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11404,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11471,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11552,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
11577,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11578,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11628,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11629,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11635,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11650,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11696,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11735,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
11758,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
11782,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11789,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11807,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11815,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11820,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11823,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11839,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11894,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
11916,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
11966,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
11976,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12006,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12076,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12082,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12110,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12159,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12161,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12163,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12203,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
12265,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12267,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12269,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12315,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12334,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12358,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12389,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12390,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12403,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12412,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
12433,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12444,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12463,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12471,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12546,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12548,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12557,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12560,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12561,"['⚠️  Smoker=1 reduced risk (SHAP -0.010)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.056)']"
12571,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12584,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12618,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12649,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12650,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12667,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12717,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12794,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12825,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12874,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12885,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12901,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12904,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12909,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12928,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12944,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
12947,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
12975,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13022,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
13025,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13029,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13130,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13139,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
13143,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
13152,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13202,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
13231,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13255,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
13267,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13292,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13340,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13343,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13344,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13348,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13363,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13407,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13486,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13487,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13499,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13559,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13562,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13575,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13612,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13628,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13630,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']"
13670,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13707,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13726,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13732,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13737,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13751,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
13791,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13802,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
13823,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13824,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13899,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13995,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
13998,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14007,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14012,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14013,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
14064,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14143,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14147,"['⚠️  Smoker=1 reduced risk (SHAP -0.011)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
14156,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14189,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14196,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14204,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
14220,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14232,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14278,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
14284,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14290,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14295,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14330,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
14390,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14392,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14413,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14431,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14439,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14454,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14460,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14504,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14512,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14550,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
14563,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14654,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14666,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14693,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14751,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14796,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14799,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14831,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14844,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14849,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14890,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14893,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14894,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14922,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14939,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14940,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
14968,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
14970,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15062,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15086,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15093,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15099,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15106,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15113,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
15115,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15143,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15166,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15208,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15215,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15217,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15226,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15277,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
15286,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15301,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15363,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15375,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15397,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15410,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15415,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15423,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15443,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15470,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
15497,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15531,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
15536,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15556,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15562,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15606,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15675,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
15677,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15731,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15768,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15777,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15790,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15826,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15883,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.060)']
15925,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
15944,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
15965,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
15976,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
15997,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
16029,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16041,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16055,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16058,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16081,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16126,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
16133,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16139,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16148,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16174,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16176,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
16216,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16219,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16257,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16285,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16286,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16308,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16314,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16320,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16337,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16383,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16395,"['⚠️  Smoker=1 reduced risk (SHAP -0.012)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']"
16406,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
16478,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16488,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16534,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16574,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16606,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16635,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16656,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
16661,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16694,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16728,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16747,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16761,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16785,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16841,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
16848,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
16950,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17014,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']
17017,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17078,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17098,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
17101,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17105,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17121,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17158,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17235,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17236,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17239,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17360,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
17408,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17433,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17476,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17516,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17529,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.057)']
17537,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17550,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17555,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17572,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17574,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17636,['⚠️  Smoker=1 reduced risk (SHAP -0.014)']
17643,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17652,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17662,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17663,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17664,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17670,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17763,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17780,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17798,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17847,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17891,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
17907,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17913,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
17953,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18085,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18091,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
18101,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18110,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18114,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18124,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18150,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18212,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
18213,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18226,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18267,['⚠️  Smoker=1 reduced risk (SHAP -0.013)']
18318,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18322,"['⚠️  Smoker=1 reduced risk (SHAP -0.013)', '⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.058)']"
18326,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18368,['⚠️  Smoker=1 reduced risk (SHAP -0.012)']
18420,['⚠️  HvyAlcoholConsump=1 reduced risk (SHAP -0.059)']
